Q2_log_center,W2_center,t_center,logA
1.6094379124341003,20.0,-0.22,-1.2039725881538577
1.6094379124341003,20.0,-0.23,-1.3189107212262365
1.6094379124341003,20.0,-0.24000000000000002,-1.4302783261407601
1.6094379124341003,20.0,-0.25,-1.568882132859781
1.6094379124341003,20.0,-0.26,-1.6442988319750929
1.6094379124341003,20.0,-0.29083333333333333,-2.071665601879835
1.6094379124341003,20.0,-0.32166666666666666,-2.8099549419100702
1.6094379124341003,20.0,-0.35250000000000004,-3.9071293042700193
1.6094379124341003,20.0,-0.38333333333333336,-6.09372085201507
1.6094379124341003,20.0,-0.4141666666666667,-6.61390807640723
1.6094379124341003,20.0,-0.445,-4.480462824659586
1.6094379124341003,20.0,-0.47583333333333333,-3.6655959498628192
1.6094379124341003,20.0,-0.5066666666666667,-3.2655460347335503
1.6094379124341003,20.0,-0.5375000000000001,-3.0640777940179302
1.6094379124341003,20.0,-0.5683333333333334,-3.0426640081913137
1.6094379124341003,20.0,-0.5991666666666666,-3.132175951634779
1.6094379124341003,20.0,-0.63,-3.3737403366499508
1.6094379124341003,20.0,-0.6608333333333334,-3.681929480752575
1.6094379124341003,20.0,-0.6916666666666667,-4.15863122430117
1.6094379124341003,20.0,-0.7225,-4.916435213749504
1.6094379124341003,20.0,-0.7533333333333334,-6.007170629495447
1.6094379124341003,20.0,-0.7841666666666667,-8.237443232898281
1.6094379124341003,20.0,-0.8150000000000001,-8.53329905754701
1.6094379124341003,20.0,-0.8458333333333333,-6.471074178426277
1.6094379124341003,20.0,-0.8766666666666667,-5.716995810638519
1.6094379124341003,20.0,-0.9075,-5.282750184837792
1.6094379124341003,20.0,-0.9383333333333334,-5.130057268326969
1.6094379124341003,20.0,-0.9691666666666667,-5.100847771238415
1.6094379124341003,20.0,-1.0,-5.17393924435798
1.6094379124341003,20.0,-1.02,-5.340015246231765
1.6094379124341003,20.0,-1.1288888888888888,-7.156173467823153
1.6094379124341003,20.0,-1.2377777777777779,-8.894446257873955
1.6094379124341003,20.0,-1.3466666666666667,-7.158402927633569
1.6094379124341003,20.0,-1.4555555555555555,-7.7742108516048685
1.6094379124341003,20.0,-1.5644444444444443,-10.669078089349792
1.6094379124341003,20.0,-1.6733333333333333,-9.891046501174577
1.6094379124341003,20.0,-1.7822222222222222,-9.221384705295991
1.6094379124341003,20.0,-1.891111111111111,-10.394977573140567
1.6094379124341003,20.0,-2.0,-19.570034723381966
1.6094379124341003,40.0,-0.01,-5.213866860151055
1.6094379124341003,40.0,-0.02,-3.8813513790852077
1.6094379124341003,40.0,-0.03,-3.1142690022914605
1.6094379124341003,40.0,-0.04,-2.615469643803294
1.6094379124341003,40.0,-0.05,-2.2424656539842496
1.6094379124341003,40.0,-0.060000000000000005,-1.9518155879283063
1.6094379124341003,40.0,-0.06999999999999999,-1.7163636243398952
1.6094379124341003,40.0,-0.08,-1.5579726705566823
1.6094379124341003,40.0,-0.09,-1.3769675222189393
1.6094379124341003,40.0,-0.09999999999999999,-1.2605431791880626
1.6094379124341003,40.0,-0.11,-1.173553843687294
1.6094379124341003,40.0,-0.12,-1.098981742894785
1.6094379124341003,40.0,-0.13,-1.0519364965171496
1.6094379124341003,40.0,-0.14,-0.9819192916204319
1.6094379124341003,40.0,-0.15000000000000002,-1.0046841584659711
1.6094379124341003,40.0,-0.16,-1.0038795234119662
1.6094379124341003,40.0,-0.17,-1.02126015327638
1.6094379124341003,40.0,-0.18000000000000002,-1.0483489093968992
1.6094379124341003,40.0,-0.19,-1.086766272896291
1.6094379124341003,40.0,-0.2,-1.1262511365251762
1.6094379124341003,40.0,-0.21000000000000002,-1.1688356222217904
1.6094379124341003,40.0,-0.22,-1.2321081083043472
1.6094379124341003,40.0,-0.23,-1.321802292831628
1.6094379124341003,40.0,-0.24000000000000002,-1.435229274371787
1.6094379124341003,40.0,-0.25,-1.5126644709869193
1.6094379124341003,40.0,-0.26,-1.6411035688959115
1.6094379124341003,40.0,-0.29083333333333333,-2.150004176412167
1.6094379124341003,40.0,-0.32166666666666666,-2.8627226659850336
1.6094379124341003,40.0,-0.35250000000000004,-3.9202554234982823
1.6094379124341003,40.0,-0.38333333333333336,-6.138823515434656
1.6094379124341003,40.0,-0.4141666666666667,-6.655486393128397
1.6094379124341003,40.0,-0.445,-4.52398530873153
1.6094379124341003,40.0,-0.47583333333333333,-3.714728536901308
1.6094379124341003,40.0,-0.5066666666666667,-3.338476078859998
1.6094379124341003,40.0,-0.5375000000000001,-3.13702961764155
1.6094379124341003,40.0,-0.5683333333333334,-3.143860339081211
1.6094379124341003,40.0,-0.5991666666666666,-3.188300134270169
1.6094379124341003,40.0,-0.63,-3.4087696831910734
1.6094379124341003,40.0,-0.6608333333333334,-3.782966335107224
1.6094379124341003,40.0,-0.6916666666666667,-4.2662454836107
1.6094379124341003,40.0,-0.7225,-5.0318096773997585
1.6094379124341003,40.0,-0.7533333333333334,-6.103397091927201
1.6094379124341003,40.0,-0.7841666666666667,-8.365162327981919
1.6094379124341003,40.0,-0.8150000000000001,-8.65031707580929
1.6094379124341003,40.0,-0.8458333333333333,-6.588539321796092
1.6094379124341003,40.0,-0.8766666666666667,-5.776150218580266
1.6094379124341003,40.0,-0.9075,-5.447608851159794
1.6094379124341003,40.0,-0.9383333333333334,-5.26593612076624
1.6094379124341003,40.0,-0.9691666666666667,-5.22207765597358
1.6094379124341003,40.0,-1.0,-5.298059965069748
1.6094379124341003,40.0,-1.02,-5.485048594904282
1.6094379124341003,40.0,-1.1288888888888888,-7.2752867806946435
1.6094379124341003,40.0,-1.2377777777777779,-9.007060679198782
1.6094379124341003,40.0,-1.3466666666666667,-7.373591677377203
1.6094379124341003,40.0,-1.4555555555555555,-7.956719147330887
1.6094379124341003,40.0,-1.5644444444444443,-10.893596937830274
1.6094379124341003,40.0,-1.6733333333333333,-10.109075346643099
1.6094379124341003,40.0,-1.7822222222222222,-9.461576641584886
1.6094379124341003,40.0,-1.891111111111111,-10.590842086740963
1.6094379124341003,40.0,-2.0,-19.853480768433077
1.6094379124341003,80.0,-0.01,-5.157816798906435
1.6094379124341003,80.0,-0.02,-3.865751371704241
1.6094379124341003,80.0,-0.03,-3.0844934745351336
1.6094379124341003,80.0,-0.04,-2.616583254944476
1.6094379124341003,80.0,-0.05,-2.2436630955498926
1.6094379124341003,80.0,-0.060000000000000005,-1.9327282399282932
1.6094379124341003,80.0,-0.06999999999999999,-1.7014781355103537
1.6094379124341003,80.0,-0.08,-1.5265315328050144
1.6094379124341003,80.0,-0.09,-1.4238943261116548
1.6094379124341003,80.0,-0.09999999999999999,-1.2634999688853654
1.6094379124341003,80.0,-0.11,-1.2037912169231821
1.6094379124341003,80.0,-0.12,-1.1086436373284434
1.6094379124341003,80.0,-0.13,-1.090962587412822
1.6094379124341003,80.0,-0.14,-1.0197036512568296
1.6094379124341003,80.0,-0.15000000000000002,-1.0264698840248259
1.6094379124341003,80.0,-0.16,-1.0321724773053627
1.6094379124341003,80.0,-0.17,-1.002081418555582
1.6094379124341003,80.0,-0.18000000000000002,-1.0344252795289248
1.6094379124341003,80.0,-0.19,-1.0870971815103647
1.6094379124341003,80.0,-0.2,-1.0937787159794936
1.6094379124341003,80.0,-0.21000000000000002,-1.191948460080621
1.6094379124341003,80.0,-0.22,-1.2552515488164795
1.6094379124341003,80.0,-0.23,-1.3359328508318158
1.6094379124341003,80.0,-0.24000000000000002,-1.4521841676496017
1.6094379124341003,80.0,-0.25,-1.5425040109042762
1.6094379124341003,80.0,-0.26,-1.689205738151301
1.6094379124341003,80.0,-0.29083333333333333,-2.1819632531875803
1.6094379124341003,80.0,-0.32166666666666666,-2.853605174388655
1.6094379124341003,80.0,-0.35250000000000004,-3.9875037946715626
1.6094379124341003,80.0,-0.38333333333333336,-6.230581093122858
1.6094379124341003,80.0,-0.4141666666666667,-6.6383220149732
1.6094379124341003,80.0,-0.445,-4.519930459106496
1.6094379124341003,80.0,-0.47583333333333333,-3.7806403606120287
1.6094379124341003,80.0,-0.5066666666666667,-3.4160590737163474
1.6094379124341003,80.0,-0.5375000000000001,-3.2081507024093714
1.6094379124341003,80.0,-0.5683333333333334,-3.185877293373475
1.6094379124341003,80.0,-0.5991666666666666,-3.2884856857049165
1.6094379124341003,80.0,-0.63,-3.5299342039582116
1.6094379124341003,80.0,-0.6608333333333334,-3.8445369334126003
1.6094379124341003,80.0,-0.6916666666666667,-4.345510998316179
1.6094379124341003,80.0,-0.7225,-5.100260333548019
1.6094379124341003,80.0,-0.7533333333333334,-6.157321594769321
1.6094379124341003,80.0,-0.7841666666666667,-8.413542848234737
1.6094379124341003,80.0,-0.8150000000000001,-8.725019414640242
1.6094379124341003,80.0,-0.8458333333333333,-6.713432368211759
1.6094379124341003,80.0,-0.8766666666666667,-5.9270692346185125
1.6094379124341003,80.0,-0.9075,-5.5241788501804265
1.6094379124341003,80.0,-0.9383333333333334,-5.400482121156722
1.6094379124341003,80.0,-0.9691666666666667,-5.344455053255728
1.6094379124341003,80.0,-1.0,-5.463322218617945
1.6094379124341003,80.0,-1.02,-5.551647848705551
1.6094379124341003,80.0,-1.1288888888888888,-7.426849403393598
1.6094379124341003,80.0,-1.2377777777777779,-9.168322554834898
1.6094379124341003,80.0,-1.3466666666666667,-7.5359201644770275
1.6094379124341003,80.0,-1.4555555555555555,-8.107736641231215
1.6094379124341003,80.0,-1.5644444444444443,-11.082216067064058
1.6094379124341003,80.0,-1.6733333333333333,-10.33461899524764
1.6094379124341003,80.0,-1.7822222222222222,-9.7079504222171
1.6094379124341003,80.0,-1.891111111111111,-10.820189786836158
1.6094379124341003,80.0,-2.0,-20.088317449026903
1.6094379124341003,160.0,-0.01,-5.1901289261480015
1.6094379124341003,160.0,-0.02,-3.8441028110479514
1.6094379124341003,160.0,-0.03,-3.118968135692203
1.6094379124341003,160.0,-0.04,-2.6032018722725296
1.6094379124341003,160.0,-0.05,-2.226272388926185
1.6094379124341003,160.0,-0.060000000000000005,-1.9727600544704484
1.6094379124341003,160.0,-0.06999999999999999,-1.7455322643103803
1.6094379124341003,160.0,-0.08,-1.5237209101012221
1.6094379124341003,160.0,-0.09,-1.3998917747764663
1.6094379124341003,160.0,-0.09999999999999999,-1.3261968599705758
1.6094379124341003,160.0,-0.11,-1.1694357849688852
1.6094379124341003,160.0,-0.12,-1.1113156686271972
1.6094379124341003,160.0,-0.13,-1.081565593719164
1.6094379124341003,160.0,-0.14,-1.0611531913235692
1.6094379124341003,160.0,-0.15000000000000002,-1.001194535268225
1.6094379124341003,160.0,-0.16,-1.0084918534658969
1.6094379124341003,160.0,-0.17,-0.9790511516096218
1.6094379124341003,160.0,-0.18000000000000002,-1.042586068327154
1.6094379124341003,160.0,-0.19,-1.0801815473575793
1.6094379124341003,160.0,-0.2,-1.1406451106235187
1.6094379124341003,160.0,-0.21000000000000002,-1.1826904477277629
1.6094379124341003,160.0,-0.22,-1.2606688460546078
1.6094379124341003,160.0,-0.23,-1.3349397617588763
1.6094379124341003,160.0,-0.24000000000000002,-1.4702667438456873
1.6094379124341003,160.0,-0.25,-1.5820706170981864
1.6094379124341003,160.0,-0.26,-1.7109407798543983
1.6094379124341003,160.0,-0.29083333333333333,-2.1850108851612817
1.6094379124341003,160.0,-0.32166666666666666,-2.8822613788338454
1.6094379124341003,160.0,-0.35250000000000004,-4.0115141315528104
1.6094379124341003,160.0,-0.38333333333333336,-6.230740616742093
1.6094379124341003,160.0,-0.4141666666666667,-6.708453273691459
1.6094379124341003,160.0,-0.445,-4.624300719067764
1.6094379124341003,160.0,-0.47583333333333333,-3.806236780762568
1.6094379124341003,160.0,-0.5066666666666667,-3.4793751448521006
1.6094379124341003,160.0,-0.5375000000000001,-3.2797668175730195
1.6094379124341003,160.0,-0.5683333333333334,-3.2613672624185726
1.6094379124341003,160.0,-0.5991666666666666,-3.4009348381083293
1.6094379124341003,160.0,-0.63,-3.6010541285967386
1.6094379124341003,160.0,-0.6608333333333334,-3.952820602782089
1.6094379124341003,160.0,-0.6916666666666667,-4.442686970728771
1.6094379124341003,160.0,-0.7225,-5.135051042748374
1.6094379124341003,160.0,-0.7533333333333334,-6.267419289470433
1.6094379124341003,160.0,-0.7841666666666667,-8.57069977693593
1.6094379124341003,160.0,-0.8150000000000001,-8.82935907438356
1.6094379124341003,160.0,-0.8458333333333333,-6.789738162425321
1.6094379124341003,160.0,-0.8766666666666667,-6.0520585241498726
1.6094379124341003,160.0,-0.9075,-5.667280068308893
1.6094379124341003,160.0,-0.9383333333333334,-5.47155670258521
1.6094379124341003,160.0,-0.9691666666666667,-5.473306989967461
1.6094379124341003,160.0,-1.0,-5.567971053765524
1.6094379124341003,160.0,-1.02,-5.717057681473842
1.6094379124341003,160.0,-1.1288888888888888,-7.5526082776945
1.6094379124341003,160.0,-1.2377777777777779,-9.38075267654242
1.6094379124341003,160.0,-1.3466666666666667,-7.687553056007001
1.6094379124341003,160.0,-1.4555555555555555,-8.312256842589907
1.6094379124341003,160.0,-1.5644444444444443,-11.316578313822868
1.6094379124341003,160.0,-1.6733333333333333,-10.567259237514147
1.6094379124341003,160.0,-1.7822222222222222,-9.931630197336304
1.6094379124341003,160.0,-1.891111111111111,-11.100401250014635
1.6094379124341003,160.0,-2.0,-20.36632446463713
2.302585092994046,20.0,-0.01,-5.228912893395344
2.302585092994046,20.0,-0.02,-3.8877319357803275
2.302585092994046,20.0,-0.03,-3.2089163060293426
2.302585092994046,20.0,-0.04,-2.68451081953951
2.302585092994046,20.0,-0.05,-2.2971624715292194
2.302585092994046,20.0,-0.060000000000000005,-1.9593286588912038
2.302585092994046,20.0,-0.06999999999999999,-1.7533137008576931
2.302585092994046,20.0,-0.08,-1.5596033619112608
2.302585092994046,20.0,-0.09,-1.4496691960609902
2.302585092994046,20.0,-0.09999999999999999,-1.3305623843816083
2.302585092994046,20.0,-0.11,-1.2052872020252676
2.302585092994046,20.0,-0.12,-1.1405495046892875
2.302585092994046,20.0,-0.13,-1.077106365353106
2.302585092994046,20.0,-0.14,-1.0552041683295685
2.302585092994046,20.0,-0.15000000000000002,-1.0248230969906544
2.302585092994046,20.0,-0.16,-1.0206328794608788
2.302585092994046,20.0,-0.17,-1.0153053616401202
2.302585092994046,20.0,-0.18000000000000002,-1.0348483037379197
2.302585092994046,20.0,-0.19,-1.1161727960624515
2.302585092994046,20.0,-0.2,-1.1739327860366011
2.302585092994046,20.0,-0.21000000000000002,-1.1665130369438257
2.302585092994046,20.0,-0.22,-1.2327791449560497
2.302585092994046,20.0,-0.23,-1.3595909359788048
2.302585092994046,20.0,-0.24000000000000002,-1.4720823241788523
2.302585092994046,20.0,-0.25,-1.5422682187108014
2.302585092994046,20.0,-0.26,-1.6494695163174269
2.302585092994046,20.0,-0.29083333333333333,-2.1187793707040945
2.302585092994046,20.0,-0.32166666666666666,-2.8429840349253115
2.302585092994046,20.0,-0.35250000000000004,-3.9380295515087407
2.302585092994046,20.0,-0.38333333333333336,-6.155542427664771
2.302585092994046,20.0,-0.4141666666666667,-6.6171172425419265
2.302585092994046,20.0,-0.445,-4.515159010511336
2.302585092994046,20.0,-0.47583333333333333,-3.722544216465707
2.302585092994046,20.0,-0.5066666666666667,-3.257506267707861
2.302585092994046,20.0,-0.5375000000000001,-3.0788479074382873
2.302585092994046,20.0,-0.5683333333333334,-3.0614932980729237
2.302585092994046,20.0,-0.5991666666666666,-3.198616838981119
2.302585092994046,20.0,-0.63,-3.377529863547388
2.302585092994046,20.0,-0.6608333333333334,-3.721750619758825
2.302585092994046,20.0,-0.6916666666666667,-4.217016409797567
2.302585092994046,20.0,-0.7225,-4.906696277043598
2.302585092994046,20.0,-0.7533333333333334,-6.011366652551929
2.302585092994046,20.0,-0.7841666666666667,-8.284015993926596
2.302585092994046,20.0,-0.8150000000000001,-8.551391411173661
2.302585092994046,20.0,-0.8458333333333333,-6.526992137135563
2.302585092994046,20.0,-0.8766666666666667,-5.778474678022956
2.302585092994046,20.0,-0.9075,-5.344836033842991
2.302585092994046,20.0,-0.9383333333333334,-5.178468182868059
2.302585092994046,20.0,-0.9691666666666667,-5.166266525885667
2.302585092994046,20.0,-1.0,-5.206254631433359
2.302585092994046,20.0,-1.02,-5.332857288893165
2.302585092994046,20.0,-1.1288888888888888,-7.144823972926739
2.302585092994046,20.0,-1.2377777777777779,-8.915028064404268
2.302585092994046,20.0,-1.3466666666666667,-7.175094463255376
2.302585092994046,20.0,-1.4555555555555555,-7.777311965577219
2.302585092994046,20.0,-1.5644444444444443,-10.712428920892858
2.302585092994046,20.0,-1.6733333333333333,-9.936797861259459
2.302585092994046,20.0,-1.7822222222222222,-9.271058491448683
2.302585092994046,20.0,-1.891111111111111,-10.380542007502065
2.302585092994046,20.0,-2.0,-19.61501380924457
2.302585092994046,40.0,-0.01,-5.215818798390701
2.302585092994046,40.0,-0.02,-3.9010787400630624
2.302585092994046,40.0,-0.03,-3.1179284560087437
2.302585092994046,40.0,-0.04,-2.628658203752028
2.302585092994046,40.0,-0.05,-2.2718265528514574
2.302585092994046,40.0,-0.060000000000000005,-1.978313503332681
2.302585092994046,40.0,-0.06999999999999999,-1.7542045006182072
2.302585092994046,40.0,-0.08,-1.5765175884417284
2.302585092994046,40.0,-0.09,-1.4474104180126837
2.302585092994046,40.0,-0.09999999999999999,-1.3114748951759083
2.302585092994046,40.0,-0.11,-1.2308339266014638
2.302585092994046,40.0,-0.12,-1.1697760815562706
2.302585092994046,40.0,-0.13,-1.0822977792703694
2.302585092994046,40.0,-0.14,-1.0494528235043858
2.302585092994046,40.0,-0.15000000000000002,-1.0733337843002797
2.302585092994046,40.0,-0.16,-1.0348489108231747
2.302585092994046,40.0,-0.17,-1.0209329329792312
2.302585092994046,40.0,-0.18000000000000002,-1.0411765402354134
2.302585092994046,40.0,-0.19,-1.076017459314562
2.302585092994046,40.0,-0.2,-1.142354285150526
2.302585092994046,40.0,-0.21000000000000002,-1.2189802801761296
2.302585092994046,40.0,-0.22,-1.29512534644946
2.302585092994046,40.0,-0.23,-1.3505903949356615
2.302585092994046,40.0,-0.24000000000000002,-1.446990327163887
2.302585092994046,40.0,-0.25,-1.5395788990632147
2.302585092994046,40.0,-0.26,-1.668549588363086
2.302585092994046,40.0,-0.29083333333333333,-2.1841131424223477
2.302585092994046,40.0,-0.32166666666666666,-2.909205819696954
2.302585092994046,40.0,-0.35250000000000004,-3.9722634728830934
2.302585092994046,40.0,-0.38333333333333336,-6.172895722316166
2.302585092994046,40.0,-0.4141666666666667,-6.665222871875883
2.302585092994046,40.0,-0.445,-4.5688409448013925
2.302585092994046,40.0,-0.47583333333333333,-3.7495689158713947
2.302585092994046,40.0,-0.5066666666666667,-3.3652186969864526
2.302585092994046,40.0,-0.5375000000000001,-3.188045166200804
2.302585092994046,40.0,-0.5683333333333334,-3.1431921917179837
2.302585092994046,40.0,-0.5991666666666666,-3.2577210669009933
2.302585092994046,40.0,-0.63,-3.4635039541406925
2.302585092994046,40.0,-0.6608333333333334,-3.80710926699212
2.302585092994046,40.0,-0.6916666666666667,-4.330960509417311
2.302585092994046,40.0,-0.7225,-5.027893419589066
2.302585092994046,40.0,-0.7533333333333334,-6.086171958951564
2.302585092994046,40.0,-0.7841666666666667,-8.41718569886156
2.302585092994046,40.0,-0.8150000000000001,-8.705864863388161
2.302585092994046,40.0,-0.8458333333333333,-6.674721513541553
2.302585092994046,40.0,-0.8766666666666667,-5.8501713092916905
2.302585092994046,40.0,-0.9075,-5.458115570238552
2.302585092994046,40.0,-0.9383333333333334,-5.286196428821034
2.302585092994046,40.0,-0.9691666666666667,-5.237160185789206
2.302585092994046,40.0,-1.0,-5.418396335729796
2.302585092994046,40.0,-1.02,-5.487339790192865
2.302585092994046,40.0,-1.1288888888888888,-7.283696098132709
2.302585092994046,40.0,-1.2377777777777779,-9.100699630540877
2.302585092994046,40.0,-1.3466666666666667,-7.3828099836774115
2.302585092994046,40.0,-1.4555555555555555,-7.980812960566539
2.302585092994046,40.0,-1.5644444444444443,-10.937669085650606
2.302585092994046,40.0,-1.6733333333333333,-10.139846177514446
2.302585092994046,40.0,-1.7822222222222222,-9.483936320694266
2.302585092994046,40.0,-1.891111111111111,-10.593584906655627
2.302585092994046,40.0,-2.0,-19.859357670769032
2.302585092994046,80.0,-0.01,-5.164681161711159
2.302585092994046,80.0,-0.02,-3.888146423445433
2.302585092994046,80.0,-0.03,-3.1095659573679337
2.302585092994046,80.0,-0.04,-2.6405548362368045
2.302585092994046,80.0,-0.05,-2.2629669923949223
2.302585092994046,80.0,-0.060000000000000005,-1.9708987417195245
2.302585092994046,80.0,-0.06999999999999999,-1.687816950597739
2.302585092994046,80.0,-0.08,-1.55312516761484
2.302585092994046,80.0,-0.09,-1.4389850293909854
2.302585092994046,80.0,-0.09999999999999999,-1.2895380593064107
2.302585092994046,80.0,-0.11,-1.2249990656593783
2.302585092994046,80.0,-0.12,-1.1578015222462301
2.302585092994046,80.0,-0.13,-1.0789732305349957
2.302585092994046,80.0,-0.14,-1.0626657414802654
2.302585092994046,80.0,-0.15000000000000002,-1.0394237466764398
2.302585092994046,80.0,-0.16,-1.0408974388908439
2.302585092994046,80.0,-0.17,-1.0442835177811185
2.302585092994046,80.0,-0.18000000000000002,-1.0654162110417345
2.302585092994046,80.0,-0.19,-1.1482143431646126
2.302585092994046,80.0,-0.2,-1.1441281986157215
2.302585092994046,80.0,-0.21000000000000002,-1.2374331590738294
2.302585092994046,80.0,-0.22,-1.3193970440350837
2.302585092994046,80.0,-0.23,-1.3771367036905586
2.302585092994046,80.0,-0.24000000000000002,-1.4727685879287378
2.302585092994046,80.0,-0.25,-1.600454219091718
2.302585092994046,80.0,-0.26,-1.6965734130826446
2.302585092994046,80.0,-0.29083333333333333,-2.2352313490986715
2.302585092994046,80.0,-0.32166666666666666,-2.92365426118817
2.302585092994046,80.0,-0.35250000000000004,-4.013046915347972
2.302585092994046,80.0,-0.38333333333333336,-6.217914590939051
2.302585092994046,80.0,-0.4141666666666667,-6.6996208282084915
2.302585092994046,80.0,-0.445,-4.625732236179105
2.302585092994046,80.0,-0.47583333333333333,-3.7927066807819148
2.302585092994046,80.0,-0.5066666666666667,-3.410719624565247
2.302585092994046,80.0,-0.5375000000000001,-3.274437306979688
2.302585092994046,80.0,-0.5683333333333334,-3.2539820222125995
2.302585092994046,80.0,-0.5991666666666666,-3.319590953771055
2.302585092994046,80.0,-0.63,-3.546743148503499
2.302585092994046,80.0,-0.6608333333333334,-3.89285391756162
2.302585092994046,80.0,-0.6916666666666667,-4.391218153980502
2.302585092994046,80.0,-0.7225,-5.100518383389426
2.302585092994046,80.0,-0.7533333333333334,-6.18700989623425
2.302585092994046,80.0,-0.7841666666666667,-8.511476004920002
2.302585092994046,80.0,-0.8150000000000001,-8.786555412174996
2.302585092994046,80.0,-0.8458333333333333,-6.763209701156134
2.302585092994046,80.0,-0.8766666666666667,-5.953108196014985
2.302585092994046,80.0,-0.9075,-5.546242396974867
2.302585092994046,80.0,-0.9383333333333334,-5.409152836839365
2.302585092994046,80.0,-0.9691666666666667,-5.432434223226464
2.302585092994046,80.0,-1.0,-5.524250155908893
2.302585092994046,80.0,-1.02,-5.63992244244859
2.302585092994046,80.0,-1.1288888888888888,-7.469177885495401
2.302585092994046,80.0,-1.2377777777777779,-9.24450543863038
2.302585092994046,80.0,-1.3466666666666667,-7.547731087089766
2.302585092994046,80.0,-1.4555555555555555,-8.160374110211716
2.302585092994046,80.0,-1.5644444444444443,-11.102274639157013
2.302585092994046,80.0,-1.6733333333333333,-10.365415755431968
2.302585092994046,80.0,-1.7822222222222222,-9.763402062727348
2.302585092994046,80.0,-1.891111111111111,-10.869520011830378
2.302585092994046,80.0,-2.0,-20.14721181536769
2.302585092994046,160.0,-0.01,-5.183153198086203
2.302585092994046,160.0,-0.02,-3.8763578498718747
2.302585092994046,160.0,-0.03,-3.138525882622713
2.302585092994046,160.0,-0.04,-2.599246890384264
2.302585092994046,160.0,-0.05,-2.271742141466374
2.302585092994046,160.0,-0.060000000000000005,-1.932098405767654
2.302585092994046,160.0,-0.06999999999999999,-1.752385085536526
2.302585092994046,160.0,-0.08,-1.5935599347391347
2.302585092994046,160.0,-0.09,-1.4226963682611737
2.302585092994046,160.0,-0.09999999999999999,-1.3310842361685373
2.302585092994046,160.0,-0.11,-1.2348251416853153
2.302585092994046,160.0,-0.12,-1.1434797567603696
2.302585092994046,160.0,-0.13,-1.0908338144934293
2.302585092994046,160.0,-0.14,-1.081917300135487
2.302585092994046,160.0,-0.15000000000000002,-1.0328199493215808
2.302585092994046,160.0,-0.16,-1.02698606978468
2.302585092994046,160.0,-0.17,-1.0326345211600345
2.302585092994046,160.0,-0.18000000000000002,-1.0750589311871357
2.302585092994046,160.0,-0.19,-1.0953243949691032
2.302585092994046,160.0,-0.2,-1.2095798796088264
2.302585092994046,160.0,-0.21000000000000002,-1.2400414550723458
2.302585092994046,160.0,-0.22,-1.3251680142340367
2.302585092994046,160.0,-0.23,-1.3922471037356299
2.302585092994046,160.0,-0.24000000000000002,-1.505926628884874
2.302585092994046,160.0,-0.25,-1.6113429835062993
2.302585092994046,160.0,-0.26,-1.6983725778600753
2.302585092994046,160.0,-0.29083333333333333,-2.238878674541266
2.302585092994046,160.0,-0.32166666666666666,-2.938610380323973
2.302585092994046,160.0,-0.35250000000000004,-4.041640067316307
2.302585092994046,160.0,-0.38333333333333336,-6.255388235455092
2.302585092994046,160.0,-0.4141666666666667,-6.749271843588132
2.302585092994046,160.0,-0.445,-4.64507636677604
2.302585092994046,160.0,-0.47583333333333333,-3.8366290621424195
2.302585092994046,160.0,-0.5066666666666667,-3.436049078115651
2.302585092994046,160.0,-0.5375000000000001,-3.291697674024496
2.302585092994046,160.0,-0.5683333333333334,-3.2685853570466286
2.302585092994046,160.0,-0.5991666666666666,-3.412202367072315
2.302585092994046,160.0,-0.63,-3.6181962535856727
2.302585092994046,160.0,-0.6608333333333334,-3.950369050195497
2.302585092994046,160.0,-0.6916666666666667,-4.456002863898049
2.302585092994046,160.0,-0.7225,-5.187735524953676
2.302585092994046,160.0,-0.7533333333333334,-6.279447556283258
2.302585092994046,160.0,-0.7841666666666667,-8.574925527378628
2.302585092994046,160.0,-0.8150000000000001,-8.8388712174221
2.302585092994046,160.0,-0.8458333333333333,-6.839591810743004
2.302585092994046,160.0,-0.8766666666666667,-6.074310673166992
2.302585092994046,160.0,-0.9075,-5.6770091045198
2.302585092994046,160.0,-0.9383333333333334,-5.575996928315748
2.302585092994046,160.0,-0.9691666666666667,-5.495875911953141
2.302585092994046,160.0,-1.0,-5.688546363112006
2.302585092994046,160.0,-1.02,-5.785911372814041
2.302585092994046,160.0,-1.1288888888888888,-7.592263537665468
2.302585092994046,160.0,-1.2377777777777779,-9.385157886544269
2.302585092994046,160.0,-1.3466666666666667,-7.745217297622031
2.302585092994046,160.0,-1.4555555555555555,-8.356942442168219
2.302585092994046,160.0,-1.5644444444444443,-11.299507034596502
2.302585092994046,160.0,-1.6733333333333333,-10.580327640216224
2.302585092994046,160.0,-1.7822222222222222,-9.935144130821737
2.302585092994046,160.0,-1.891111111111111,-11.1280779584618
2.302585092994046,160.0,-2.0,-20.37237549449456
